Word,Alpha,Rank,AnagramCount
ADENOMAS,AADEMNOS,3,0
ADENOMATOUS,AADEMNOOSTU,3,0
ADENOSINE,ADEEINNOS,3,0
ADENOVIRUS,ADEINORSUV,3,0
ADEPT,ADEPT,3,1
ADEPTLY,ADELPTY,3,0
ADEPTNESS,ADEENPSST,3,0
ADEPTS,ADEPST,3,1
ADEQUACY,AACDEQUY,2,0
ADEQUATE,AADEEQTU,1,0
ADEQUATELY,AADEELQTUY,1,0
ADHERE,ADEEHR,2,1
ADHERED,ADDEEHR,3,1
ADHERENCE,ACDEEEHNR,2,0
ADHERENT,ADEEHNRT,3,0
ADHERENTS,ADEEHNRST,2,0
ADHERES,ADEEHRS,2,2
ADHERING,ADEGHINR,2,0
ADHESION,ADEHINOS,2,0
ADHESIONS,ADEHINOSS,3,0
ADHESIVE,ADEEHISV,2,0
ADHESIVES,ADEEHISSV,3,0
ADIABATIC,AAABCDIIT,3,0
ADIEU,ADEIU,3,0
ADIPOSE,ADEIOPS,3,0
ADIPOSITY,ADIIOPSTY,3,0
ADJACENCY,AACCDEJNY,3,0
ADJACENT,AACDEJNT,2,0
ADJECTIVAL,AACDEIJLTV,3,0
ADJECTIVE,ACDEEIJTV,2,0
ADJECTIVES,ACDEEIJSTV,2,0
ADJOIN,ADIJNO,3,0
ADJOINED,ADDEIJNO,3,0
ADJOINING,ADGIIJNNO,2,0
ADJOINS,ADIJNOS,3,0
ADJOURN,ADJNORU,3,0
ADJOURNED,ADDEJNORU,3,0
ADJOURNING,ADGIJNNORU,3,0
ADJOURNMENT,ADEJMNNORTU,3,0
ADJOURNS,ADJNORSU,3,0
ADJUDGED,ADDDEGJU,3,0
ADJUDICATE,AACDDEIJTU,3,0
ADJUDICATED,AACDDDEIJTU,3,0
ADJUDICATES,AACDDEIJSTU,3,0
ADJUDICATING,AACDDGIIJNTU,3,0
ADJUDICATION,AACDDIIJNOTU,2,0
ADJUDICATIONS,AACDDIIJNOSTU,3,0
ADJUDICATIVE,AACDDEIIJTUV,3,0
ADJUDICATOR,AACDDIJORTU,3,0
ADJUDICATORS,AACDDIJORSTU,3,0
ADJUNCT,ACDJNTU,2,0
ADJUNCTIVE,ACDEIJNTUV,3,0
ADJUNCTS,ACDJNSTU,3,0
ADJUST,ADJSTU,1,0
ADJUSTABILITY,AABDIIJLSTTUY,3,0
ADJUSTABLE,AABDEJLSTU,2,0
ADJUSTED,ADDEJSTU,2,0
ADJUSTER,ADEJRSTU,2,1
ADJUSTERS,ADEJRSSTU,3,1
ADJUSTING,ADGIJNSTU,1,0
ADJUSTMENT,ADEJMNSTTU,1,0
ADJUSTMENTS,ADEJMNSSTTU,1,0
ADJUSTOR,ADJORSTU,3,0
ADJUSTS,ADJSSTU,2,0
ADJUTANT,AADJNTTU,3,0
ADJUTANTS,AADJNSTTU,3,0
ADJUVANT,AADJNTUV,3,0
ADMAN,AADMN,3,0
ADMINISTER,ADEIIMNRST,2,0
ADMINISTERED,ADDEEIIMNRST,3,0
ADMINISTERING,ADEGIIIMNNRST,2,0
ADMINISTERS,ADEIIMNRSST,2,0
ADMINISTRATE,AADEIIMNRSTT,3,0
ADMINISTRATED,AADDEIIMNRSTT,3,0
ADMINISTRATING,AADGIIIMNNRSTT,3,0
ADMINISTRATION,AADIIIMNNORSTT,1,0
ADMINISTRATIONS,AADIIIMNNORSSTT,2,0
ADMINISTRATIVE,AADEIIIMNRSTTV,1,0
ADMINISTRATOR,AADIIMNORRSTT,1,0
ADMINISTRATORS,AADIIMNORRSSTT,1,0
ADMIRABLE,AABDEILMR,2,0
ADMIRABLY,AABDILMRY,2,0
ADMIRAL,AADILMR,1,0
ADMIRALS,AADILMRS,2,0
ADMIRALTY,AADILMRTY,2,0
ADMIRATION,AADIIMNORT,1,0
ADMIRE,ADEIMR,1,0
ADMIRED,ADDEIMR,2,0
ADMIRER,ADEIMRR,2,1
ADMIRERS,ADEIMRRS,2,1
ADMIRES,ADEIMRS,2,2
ADMIRING,ADGIIMNR,2,0
ADMIRINGLY,ADGIILMNRY,2,0
ADMISSIBILITY,ABDIIIILMSSTY,3,0
ADMISSIBLE,ABDEIILMSS,2,0
ADMISSION,ADIIMNOSS,1,0
ADMISSIONS,ADIIMNOSSS,1,0
ADMIT,ADIMT,1,0
ADMITS,ADIMST,1,1
ADMITTANCE,AACDEIMNTT,2,0
ADMITTED,ADDEIMTT,2,0
ADMITTEDLY,ADDEILMTTY,2,0
ADMITTING,ADGIIMNTT,2,0
ADMIXTURE,ADEIMRTUX,3,0
ADMIXTURES,ADEIMRSTUX,3,0
ADMONISH,ADHIMNOS,3,0
ADMONISHED,ADDEHIMNOS,3,0
ADMONISHES,ADEHIMNOSS,3,0
ADMONISHING,ADGHIIMNNOS,3,0
ADMONISHMENT,ADEHIMMNNOST,3,0
ADMONISHMENTS,ADEHIMMNNOSST,3,0
ADMONITION,ADIIMNNOOT,2,1
ADMONITIONS,ADIIMNNOOST,2,0
ADMONITORY,ADIMNOORTY,3,0
ADO,ADO,2,0
ADOBE,ABDEO,2,1
ADOBES,ABDEOS,3,1
ADOBO,ABDOO,2,0
ADOLESCENCE,ACCDEEELNOS,1,0
ADOLESCENT,ACDEELNOST,2,0
ADOLESCENTS,ACDEELNOSST,1,0
ADOPT,ADOPT,1,0
ADOPTABLE,AABDELOPT,3,0
ADOPTED,ADDEOPT,2,0
ADOPTEE,ADEEOPT,3,0
ADOPTEES,ADEEOPST,2,0
ADOPTER,ADEOPRT,3,0
ADOPTERS,ADEOPRST,2,1
ADOPTING,ADGINOPT,1,0
ADOPTION,ADINOOPT,1,0
ADOPTIONS,ADINOOPST,2,0
ADOPTIVE,ADEIOPTV,2,0
ADOPTS,ADOPST,2,0
ADORABLE,AABDELOR,2,0
ADORABLY,AABDLORY,3,0
ADORATION,AADINOORT,2,0
ADORE,ADEOR,2,0
ADORED,ADDEOR,3,0
ADORES,ADEORS,2,1
ADORING,ADGINOR,2,0
ADORINGLY,ADGILNORY,3,0
ADORN,ADNOR,2,2
ADORNED,ADDENOR,2,0
ADORNING,ADGINNOR,2,0
ADORNMENT,ADEMNNORT,2,0
ADORNMENTS,ADEMNNORST,3,0
ADORNS,ADNORS,3,0
ADRENAL,AADELNR,2,0
ADRENALIN,AADEILNNR,2,0
ADRENALINE,AADEEILNNR,2,0
ADRENALS,AADELNRS,3,0
ADRIFT,ADFIRT,2,0
ADROIT,ADIORT,3,0
ADROITLY,ADILORTY,3,2
ADROITNESS,ADEINORSST,3,0
ADS,ADS,1,1
ADSORB,ABDORS,3,2
ADSORBED,ABDDEORS,3,1
ADSORPTION,ADINOOPRST,3,0
ADULATION,AADILNOTU,2,0
ADULATORY,AADLORTUY,3,1
ADULT,ADLTU,1,0
ADULTERATED,AADDEELRTTU,3,0
ADULTERATION,AADEILNORTTU,3,0
ADULTERER,ADEELRRTU,3,0
ADULTERERS,ADEELRRSTU,3,0
ADULTERESS,ADEELRSSTU,3,0
ADULTERIES,ADEEILRSTU,3,0
ADULTEROUS,ADELORSTUU,2,0
ADULTERY,ADELRTUY,2,0
ADULTHOOD,ADDHLOOTU,2,0
ADULTS,ADLSTU,1,0
ADUMBRATED,AABDDEMRTU,3,0
ADVANCE,AACDENV,2,0
ADVANCED,AACDDENV,2,0
ADVANCEMENT,AACDEEMNNTV,1,0
ADVANCEMENTS,AACDEEMNNSTV,2,0
ADVANCERS,AACDENRSV,3,0
ADVANCES,AACDENSV,2,0
ADVANCING,AACDGINNV,3,0
ADVANTAGE,AAADEGNTV,1,0
ADVANTAGED,AAADDEGNTV,3,0
ADVANTAGEOUS,AAADEGNOSTUV,2,0
ADVANTAGEOUSLY,AAADEGLNOSTUVY,3,0
ADVANTAGES,AAADEGNSTV,1,0
ADVECTION,ACDEINOTV,3,0
ADVENT,ADENTV,2,0
ADVENTITIOUS,ADEIINOSTTUV,3,0
ADVENTITIOUSLY,ADEIILNOSTTUVY,3,0
ADVENTURE,ADEENRTUV,1,0
ADVENTURER,ADEENRRTUV,2,0
ADVENTURERS,ADEENRRSTUV,2,0
ADVENTURES,ADEENRSTUV,1,0
ADVENTURESOME,ADEEEMNORSTUV,3,0
ADVENTURESS,ADEENRSSTUV,3,0
ADVENTURING,ADEGINNRTUV,3,0
ADVENTURISM,ADEIMNRSTUV,3,0
ADVENTUROUS,ADENORSTUUV,2,0
ADVENTUROUSNESS,ADEENNORSSSTUUV,3,0
ADVERB,ABDERV,3,1
ADVERBIAL,AABDEILRV,3,0
ADVERBIALS,AABDEILRSV,3,0
ADVERBS,ABDERSV,3,0
ADVERSARIAL,AAADEILRRSV,2,0
ADVERSARIES,AADEEIRRSSV,2,0
ADVERSARY,AADERRSVY,2,0
ADVERSE,ADEERSV,1,1
ADVERSELY,ADEELRSVY,2,0
ADVERSITIES,ADEEIIRSSTV,3,0
ADVERSITY,ADEIRSTVY,2,0
ADVERT,ADERTV,3,0
ADVERTISE,ADEEIRSTV,2,0
ADVERTISED,ADDEEIRSTV,2,0
ADVERTISEMENT,ADEEEIMNRSTTV,2,0
ADVERTISEMENTS,ADEEEIMNRSSTTV,2,0
ADVERTISER,ADEEIRRSTV,2,0
ADVERTISERS,ADEEIRRSSTV,2,0
ADVERTISES,ADEEIRSSTV,2,0
ADVERTISING,ADEGIINRSTV,1,0
ADVERTS,ADERSTV,3,1
ADVICE,ACDEIV,1,0
ADVICES,ACDEISV,3,0
ADVISABILITY,AABDIIILSTVY,3,0
ADVISABLE,AABDEILSV,2,0
ADVISE,ADEISV,1,0
ADVISED,ADDEISV,1,0
ADVISEDLY,ADDEILSVY,3,0
ADVISEE,ADEEISV,3,0
ADVISEES,ADEEISSV,3,0
ADVISEMENT,ADEEIMNSTV,3,0
ADVISER,ADEIRSV,1,0
ADVISERS,ADEIRSSV,1,0
ADVISES,ADEISSV,1,0
ADVISING,ADGIINSV,2,0
ADVISOR,ADIORSV,2,0
ADVISORIES,ADEIIORSSV,2,0
ADVISORS,ADIORSSV,2,0
ADVISORY,ADIORSVY,1,0
ADVOCACY,AACCDOVY,1,0
ADVOCATE,AACDEOTV,1,0
ADVOCATED,AACDDEOTV,3,0
ADVOCATES,AACDEOSTV,1,0
ADVOCATING,AACDGINOTV,2,0
ADZE,ADEZ,3,1
ADZES,ADESZ,3,0
AEGIS,AEGIS,2,0
AEOLIAN,AAEILNO,3,0
AEONS,AENOS,3,0
AERATE,AAEERT,3,0
AERATED,AADEERT,3,0
AERATING,AAEGINRT,3,0
AERATION,AAEINORT,2,0
AERATOR,AAEORRT,3,0
AERATORS,AAEORRST,3,0
AERIAL,AAEILR,2,0
AERIALIST,AAEIILRST,3,0
AERIALISTS,AAEIILRSST,3,0
AERIALLY,AAEILLRY,3,0
AERIALS,AAEILRS,3,0
AERIE,AEEIR,3,0
AERIES,AEEIRS,3,1
AERO,AEOR,2,0
AEROBATIC,AABCEIORT,3,0
AEROBATICS,AABCEIORST,3,0
AEROBIC,ABCEIOR,2,0
AEROBICALLY,AABCEILLORY,3,0
AEROBICS,ABCEIORS,2,0
AERODROME,ADEEMOORR,3,0
AERODYNAMIC,AACDEIMNORY,2,0
AERODYNAMICALLY,AAACDEILLMNORYY,3,0
AERODYNAMICISTS,AACDEIIMNORSSTY,3,0
AERODYNAMICS,AACDEIMNORSY,2,0
AEROGEL,AEEGLOR,3,0
AERONAUT,AAENORTU,3,0
AERONAUTIC,AACEINORTU,3,0
AERONAUTICAL,AAACEILNORTU,2,0
AERONAUTICS,AACEINORSTU,2,0
AEROPLANE,AAEELNOPR,3,0
AEROPLANES,AAEELNOPRS,3,0
AEROSOL,AELOORS,2,0
AEROSOLIZATION,AAEIILNOOORSTZ,3,0
AEROSOLIZED,ADEEILOORSZ,3,0
AEROSOLS,AELOORSS,2,0
AEROSPACE,AACEEOPRS,2,0
AEROSTAT,AAEORSTT,3,0
AESTHETE,AEEEHSTT,3,0
AESTHETES,AEEEHSSTT,3,0
AESTHETIC,ACEEHISTT,1,0
AESTHETICALLY,AACEEHILLSTTY,2,0
AESTHETICIAN,AACEEHIINSTT,3,0
AESTHETICIANS,AACEEHIINSSTT,3,0
AESTHETICISM,ACEEHIIMSSTT,3,0
AESTHETICIZED,ACDEEEHIISTTZ,3,0
AESTHETICS,ACEEHISSTT,2,0
AETIOLOGY,AEGILOOTY,3,0
AFAR,AAFR,2,0
AFFABILITY,AABFFIILTY,3,0
AFFABLE,AABEFFL,2,0
AFFABLY,AABFFLY,3,0
AFFAIR,AAFFIR,1,1
AFFAIRE,AAEFFIR,3,0
AFFAIRS,AAFFIRS,1,0
AFFECT,ACEFFT,1,0
AFFECTATION,AACEFFINOTT,2,0
AFFECTATIONS,AACEFFINOSTT,3,0
AFFECTED,ACDEEFFT,2,0
AFFECTING,ACEFFGINT,1,0
AFFECTION,ACEFFINOT,1,0
AFFECTIONAL,AACEFFILNOT,3,0
AFFECTIONATE,AACEEFFINOTT,2,0
AFFECTIONATELY,AACEEFFILNOTTY,2,0
AFFECTIONS,ACEFFINOST,2,0
AFFECTIVE,ACEEFFITV,2,0
AFFECTIVELY,ACEEFFILTVY,3,0
AFFECTIVITY,ACEFFIITTVY,3,0
AFFECTLESS,ACEEFFLSST,3,0
AFFECTS,ACEFFST,3,0
AFFERENT,AEEFFNRT,3,0
AFFIDAVIT,AADFFIITV,2,0
AFFIDAVITS,AADFFIISTV,2,0
AFFILIATE,AAEFFIILT,2,0
AFFILIATED,AADEFFIILT,3,0
AFFILIATES,AAEFFIILST,2,0
AFFILIATING,AAFFGIIILNT,3,0
AFFILIATION,AAFFIIILNOT,1,0
AFFILIATIONS,AAFFIIILNOST,2,0
AFFINAL,AAFFILN,3,0
AFFINE,AEFFIN,3,0
AFFINES,AEFFINS,3,0
AFFINITIES,AEFFIIINST,2,0
AFFINITY,AFFIINTY,2,0
AFFIRM,AFFIMR,2,0
AFFIRMATION,AAFFIIMNORT,2,0
AFFIRMATIONS,AAFFIIMNORST,2,0
AFFIRMATIVE,AAEFFIIMRTV,2,0
AFFIRMATIVELY,AAEFFIILMRTVY,2,0
AFFIRMED,ADEFFIMR,2,0
AFFIRMING,AFFGIIMNR,2,0
AFFIRMS,AFFIMRS,2,0
AFFIX,AFFIX,3,0
AFFIXED,ADEFFIX,3,0
AFFIXES,AEFFISX,3,0
AFFIXING,AFFGIINX,3,0
AFFLICT,ACFFILT,2,0
AFFLICTED,ACDEFFILT,3,0
AFFLICTING,ACFFGIILNT,2,0
AFFLICTION,ACFFIILNOT,2,0
AFFLICTIONS,ACFFIILNOST,2,0
AFFLICTS,ACFFILST,2,0
AFFLUENCE,ACEEFFLNU,2,0
AFFLUENT,AEFFLNTU,1,0
AFFORD,ADFFOR,1,0
AFFORDABILITY,AABDFFIILORTY,2,0
AFFORDABLE,AABDEFFLOR,1,0
AFFORDABLY,AABDFFLORY,3,0
AFFORDED,ADDEFFOR,2,0
AFFORDING,ADFFGINOR,2,0
AFFORDS,ADFFORS,2,0
AFFORESTATION,AAEFFINOORSTT,3,0
AFFRICATE,AACEFFIRT,3,0
AFFRONT,AFFNORT,2,0
AFFRONTED,ADEFFNORT,3,0
AFFRONTS,AFFNORST,3,0
AFGHAN,AAFGHN,2,0
AFGHANIS,AAFGHINS,3,0
AFGHANS,AAFGHNS,2,0
AFICIONADO,AACDFIINOO,2,0
AFICIONADOS,AACDFIINOOS,2,0
AFIELD,ADEFIL,2,1
AFIRE,AEFIR,2,0
AFLAME,AAEFLM,3,0
AFLATOXIN,AAFILNOTX,3,0
AFLOAT,AAFLOT,2,0
AFLUTTER,AEFLRTTU,3,0
AFOOT,AFOOT,3,0
AFORE,AEFOR,3,0
AFOREMENTIONED,ADEEEFIMNNOORT,2,0
AFORESAID,AADEFIORS,3,0
AFORETHOUGHT,AEFGHHOORTTU,3,0
AFOUL,AFLOU,2,0
AFRAID,AADFIR,1,0
AFRESH,AEFHRS,3,0
AFT,AFT,2,1
AFTER,AEFRT,2,0
AFTERBIRTH,ABEFHIRRTT,3,0
AFTERBURNER,ABEEFNRRRTU,3,0
AFTERBURNERS,ABEEFNRRRSTU,3,0
AFTERCARE,AACEEFRRT,3,0
AFTEREFFECT,ACEEEFFFRTT,3,0
AFTEREFFECTS,ACEEEFFFRSTT,3,0
AFTERGLOW,AEFGLORTW,2,0
AFTERGLOWS,AEFGLORSTW,3,0
AFTERIMAGE,AAEEFGIMRT,3,0
AFTERIMAGES,AAEEFGIMRST,3,0
AFTERLIFE,AEEFFILRT,2,0
AFTERMARKET,AAEEFKMRRTT,3,0
AFTERMATH,AAEFHMRTT,1,0
AFTERMATHS,AAEFHMRSTT,3,0
AFTERNOON,AEFNNOORT,1,0
AFTERNOONS,AEFNNOORST,2,0
AFTERSHAVE,AAEEFHRSTV,2,0
AFTERSHOCK,ACEFHKORST,3,0
AFTERSHOCKS,ACEFHKORSST,2,0
AFTERTASTE,AAEEFRSTTT,3,0
AFTERTAX,AAEFRTTX,3,0
AFTERTHOUGHT,AEFGHHORTTTU,2,0
AFTERTHOUGHTS,AEFGHHORSTTTU,3,0
AFTERWARD,AADEFRRTW,1,0
AFTERWARDS,AADEFRRSTW,1,0
AFTERWORD,ADEFORRTW,3,0
AFTERWORLD,ADEFLORRTW,3,0
AGAIN,AAGIN,1,0
AGAINST,AAGINST,1,0
AGAPE,AAEGP,3,0
AGAR,AAGR,2,1
AGAROSE,AAEGORS,3,0
AGATE,AAEGT,3,0
AGATES,AAEGST,3,0
AGAVE,AAEGV,2,0
AGAVES,AAEGSV,3,1
AGE,AEG,1,0
AGED,ADEG,3,1
AGEING,AEGGIN,3,0
AGEISM,AEGIMS,3,1
AGEIST,AEGIST,3,0
AGELESS,AEEGLSS,2,0
AGENCIES,ACEEGINS,1,0
AGENCY,ACEGNY,1,0
AGENDA,AADEGN,1,0
AGENDAS,AADEGNS,2,0
AGENT,AEGNT,1,0
AGENTIVE,AEEGINTV,3,1
AGENTRY,AEGNRTY,3,0
AGENTS,AEGNST,1,0
AGERATUM,AAEGMRTU,3,0
AGES,AEGS,2,1
AGGIORNAMENTO,AAEGGIMNNOORT,3,0
AGGLOMERATION,AAEGGILMNOORT,3,0
AGGLOMERATIONS,AAEGGILMNOORST,3,0
AGGLUTINATION,AAGGIILNNOTTU,3,0
AGGRANDIZE,AADEGGINRZ,3,0
AGGRANDIZEMENT,AADEEGGIMNNRTZ,3,0
AGGRANDIZING,AADGGGIINNRZ,3,0
AGGRAVATE,AAAEGGRTV,2,0
AGGRAVATED,AAADEGGRTV,2,0
AGGRAVATES,AAAEGGRSTV,3,0
AGGRAVATING,AAAGGGINRTV,2,0
AGGRAVATION,AAAGGINORTV,2,0
AGGRAVATIONS,AAAGGINORSTV,3,0
AGGREGATE,AAEEGGGRT,3,0
AGGREGATED,AADEEGGGRT,3,0
AGGREGATES,AAEEGGGRST,3,0
AGGREGATING,AAEGGGGINRT,3,0
AGGREGATION,AAEGGGINORT,2,0
AGGREGATIONS,AAEGGGINORST,3,0
AGGREGATIVE,AAEEGGGIRTV,3,0
AGGRESS,AEGGRSS,3,0
AGGRESSION,AEGGINORSS,1,0
AGGRESSIONS,AEGGINORSSS,3,0
AGGRESSIVE,AEEGGIRSSV,1,0
AGGRESSIVELY,AEEGGILRSSVY,1,0
AGGRESSIVENESS,AEEEGGINRSSSSV,2,0
AGGRESSIVITY,AEGGIIRSSTVY,3,0
AGGRESSOR,AEGGORRSS,2,0
AGGRESSORS,AEGGORRSSS,2,0
AGGRIEVED,ADEEGGIRV,2,0
AGGRO,AGGOR,3,0
AGHAST,AAGHST,2,0
AGILE,AEGIL,2,0
AGILITY,AGIILTY,2,0
AGING,AGGIN,1,0
AGITATE,AAEGITT,3,0
AGITATED,AADEGITT,3,0
AGITATEDLY,AADEGILTTY,3,0
AGITATES,AAEGISTT,3,0
AGITATING,AAGGIINTT,3,0
AGITATION,AAGIINOTT,2,0
AGITATIONS,AAGIINOSTT,3,0
AGITATOR,AAGIORTT,3,0
AGITATORS,AAGIORSTT,2,0
AGITPROP,AGIOPPRT,3,0
AGLEAM,AAEGLM,3,0
AGLOW,AGLOW,2,0
AGNATES,AAEGNST,3,0
AGNATIC,AACGINT,3,0
AGNOSIA,AAGINOS,3,0
AGNOSTIC,ACGINOST,3,2
AGNOSTICISM,ACGIIMNOSST,3,0
AGNOSTICS,ACGINOSST,3,0
AGO,AGO,1,0
AGOG,AGGO,3,0
AGONAL,AAGLNO,3,1
AGONIES,AEGINOS,3,0
AGONIST,AGINOST,3,0
AGONISTIC,ACGIINOST,3,0
AGONISTS,AGINOSST,3,0
AGONIZE,AEGINOZ,3,0
AGONIZED,ADEGINOZ,3,0
AGONIZES,AEGINOSZ,3,0
AGONIZING,AGGIINNOZ,2,0
AGONIZINGLY,AGGIILNNOYZ,3,0
AGONY,AGNOY,2,0
AGORAPHOBIA,AAABGHIOOPR,3,0
AGORAPHOBIC,AABCGHIOOPR,3,0
AGOUTIS,AGIOSTU,3,0
AGRARIAN,AAAGINRR,2,0
AGRARIANISM,AAAGIIMNRRS,3,0
AGRARIANS,AAAGINRRS,3,0
AGREE,AEEGR,1,1
AGREEABLE,AABEEEGLR,2,0
AGREEABLENESS,AABEEEEGLNRSS,3,0
AGREEABLY,AABEEGLRY,3,0
AGREED,ADEEGR,2,1
AGREEING,AEEGGINR,2,0
AGREEMENT,AEEEGMNRT,1,0
AGREEMENTS,AEEEGMNRST,1,0
AGREES,AEEGRS,1,1
AGRIBUSINESS,ABEGIINRSSSU,2,0
AGRIBUSINESSES,ABEEGIINRSSSSU,3,0
AGRICULTURAL,AACGILLRRTUU,1,0
AGRICULTURALIST,AACGIILLRRSTTUU,3,0
AGRICULTURALLY,AACGILLLRRTUUY,3,0
AGRICULTURE,ACEGILRRTUU,1,0
AGRICULTURIST,ACGIILRRSTTUU,3,0
AGRICULTURISTS,ACGIILRRSSTTUU,3,0
AGROCHEMICAL,AACCEGHILMOR,3,0
AGROCHEMICALS,AACCEGHILMORS,3,0
AGROFORESTRY,AEFGOORRRSTY,3,0
AGRONOMIC,ACGIMNOOR,3,0
AGRONOMIST,AGIMNOORST,3,0
AGRONOMISTS,AGIMNOORSST,3,0
AGRONOMY,AGMNOORY,3,0
AGROUND,ADGNORU,2,0
AGUE,AEGU,3,0
AH,AH,1,1
AHA,AAH,2,1
AHEAD,AADEH,1,1
AHEM,AEHM,2,0
AHIMSA,AAHIMS,3,0
AHISTORICAL,AACHIILORST,3,0
AHOLD,ADHLO,2,0
AHS,AHS,3,2
AID,ADI,1,0
AIDE,ADEI,1,1
AIDED,ADDEI,3,0
AIDES,ADEIS,1,2
AIDING,ADGIIN,2,0
AIDS,ADIS,1,2
AIKIDO,ADIIKO,3,0
AIL,AIL,2,0
AILED,ADEIL,3,1
AILERON,AEILNOR,3,0
AILERONS,AEILNORS,3,0
AILING,AGIILN,2,0
AILMENT,AEILMNT,2,0
AILMENTS,AEILMNST,2,0
AILS,AILS,2,1
AIM,AIM,1,0
AIMED,ADEIM,2,1
AIMING,AGIIMN,2,0
AIMLESS,AEILMSS,2,0
AIMLESSLY,AEILLMSSY,2,0
AIMLESSNESS,AEEILMNSSSS,3,0
AIMS,AIMS,2,0
AIOLI,AIILO,3,0
AIR,AIR,2,0
AIRBAG,AABGIR,3,0
AIRBAGS,AABGIRS,2,0
AIRBOAT,AABIORT,3,0
AIRBOATS,AABIORST,3,0
AIRBORNE,ABEINORR,1,0
AIRBRUSH,ABHIRRSU,3,0
AIRBRUSHED,ABDEHIRRSU,3,0
AIRBRUSHES,ABEHIRRSSU,3,0
AIRBRUSHING,ABGHIINRRSU,3,0
AIRCRAFT,AACFIRRT,1,0
AIRCREW,ACEIRRW,3,0
AIRCREWS,ACEIRRSW,3,0
AIRDROP,ADIOPRR,3,0
AIRDROPS,ADIOPRRS,3,0
AIRED,ADEIR,3,0
AIRFARE,AAEFIRR,2,0
AIRFARES,AAEFIRRS,3,0
AIRFIELD,ADEFIILR,2,0
AIRFIELDS,ADEFIILRS,2,0
AIRFLOW,AFILORW,2,0
AIRFOIL,AFIILOR,3,0
AIRFOILS,AFIILORS,3,0
AIRFRAME,AAEFIMRR,3,0
AIRFRAMES,AAEFIMRRS,3,0
AIRGLOW,AGILORW,3,0
AIRHEAD,AADEHIR,3,0
AIRHEADS,AADEHIRS,3,0
AIRIER,AEIIRR,3,0
AIRILY,AIILRY,3,0
AIRINESS,AEIINRSS,3,0
AIRING,AGIINR,3,0
AIRINGS,AGIINRS,3,2
AIRLESS,AEILRSS,2,1
AIRLIFT,AFIILRT,3,0
AIRLIFTED,ADEFIILRT,3,0
AIRLIFTING,AFGIIILNRT,3,0
AIRLIFTS,AFIILRST,3,0
AIRLINE,AEIILNR,1,0
AIRLINER,AEIILNRR,2,0
AIRLINERS,AEIILNRRS,2,0
AIRLINES,AEIILNRS,1,0
AIRMAIL,AAIILMR,3,0
AIRMAN,AAIMNR,2,1
AIRMEN,AEIMNR,2,2
AIRPLANE,AAEILNPR,1,0
AIRPLANES,AAEILNPRS,1,0
AIRPLAY,AAILPRY,3,0
AIRPORT,AIOPRRT,1,0
AIRPORTS,AIOPRRST,1,0
AIRPOWER,AEIOPRRW,3,0
AIRS,AIRS,2,1
AIRSHIP,AHIIPRS,3,0
AIRSHIPS,AHIIPRSS,3,0
AIRSICK,ACIIKRS,3,0
AIRSICKNESS,ACEIIKNRSSS,3,0
AIRSPACE,AACEIPRS,2,0
AIRSPEED,ADEEIPRS,3,0
AIRSTREAM,AAEIMRRST,3,0
AIRSTRIKE,AEIIKRRST,3,0
AIRSTRIKES,AEIIKRRSST,2,0
AIRSTRIP,AIIPRRST,2,0
AIRSTRIPS,AIIPRRSST,3,0
AIRTIGHT,AGHIIRTT,2,0
AIRTIME,AEIIMRT,2,0
AIRWAVES,AAEIRSVW,2,0
AIRWAY,AAIRWY,2,0
AIRWAYS,AAIRSWY,2,0
AIRWORTHINESS,AEHIINORRSSTW,3,0
AIRWORTHY,AHIORRTWY,3,0
AIRY,AIRY,2,0
AISLE,AEILS,1,0
AISLES,AEILSS,2,0
AJAR,AAJR,2,1
AKIN,AIKN,2,0
ALABASTER,AAABELRST,2,0
ALACRITY,AACILRTY,3,0
ALANINE,AAEILNN,3,0
ALARM,AALMR,2,0
ALARMED,AADELMR,2,0
ALARMING,AAGILMNR,2,1
ALARMINGLY,AAGILLMNRY,2,1
ALARMISM,AAILMMRS,3,0
ALARMIST,AAILMRST,2,0
ALARMISTS,AAILMRSST,3,0
ALARMS,AALMRS,2,0
ALAS,AALS,2,0
ALBACORE,AABCELOR,3,0
ALBATROSS,AABLORSST,2,0
ALBATROSSES,AABELORSSST,3,0
ALBEDO,ABDELO,3,1
ALBEIT,ABEILT,1,0
ALBINISM,ABIILMNS,3,0
ALBINO,ABILNO,3,0
ALBINOS,ABILNOS,3,0
ALBUM,ABLMU,1,0
ALBUMIN,ABILMNU,3,0
ALBUMS,ABLMSU,1,0
ALCHEMICAL,AACCEHILLM,3,0
ALCHEMIST,ACEHILMST,3,0
ALCHEMISTS,ACEHILMSST,3,0
ALCHEMY,ACEHLMY,2,0
ALCOHOL,ACHLLOO,1,0
ALCOHOLIC,ACCHILLOO,2,0
ALCOHOLICS,ACCHILLOOS,2,0
ALCOHOLISM,ACHILLMOOS,2,0
ALCOHOLS,ACHLLOOS,3,0
ALCOVE,ACELOV,2,1
ALCOVES,ACELOSV,3,0
ALDEHYDES,ADDEEHLSY,3,0
ALDER,ADELR,2,0
ALDERMAN,AADELMNR,2,0
ALDERMANIC,AACDEILMNR,3,0
ALDERMEN,ADEELMNR,3,0
ALDERS,ADELRS,3,0
ALE,AEL,2,0
ALEATORY,AAELORTY,3,0
ALEHOUSE,AEEHLOSU,3,0
